owner,name,dms_gps,dd_gps,country_code,country,address,ai prediction,sentinel 5P https://maps.s5p-pal.com/,Double Check
emirhan,bergson_img_2021_04_17_03_40_11.jpg,"('15.0°36.0'13.0""S', '143.0°9.0'44.6""W')","(-15.01, -143.0025)",none,nan,not found,low,low,no
emirhan,bergson_img_2021_04_17_04_24_18.jpg,"('8.0°29.0'37.5""N', '19.0°38.0'28.9""E')","(8.008055555555556, 19.010555555555555)",cf,Central African Republic,"{'place_id': 257228121, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2954787, 'lat': '7.1314008', 'lon': '17.7041361', 'display_name': 'Ouham, KÃ¶dÃ¶rÃ¶sÃªse tÃ® BÃªafrÃ®ka - RÃ©publique Centrafricaine', 'address': {'state': 'Ouham', 'country': 'KÃ¶dÃ¶rÃ¶sÃªse tÃ® BÃªafrÃ®ka - RÃ©publique Centrafricaine', 'country_code': 'cf'}, 'boundingbox': ['5.55408', '8.5739184', '16.68124', '19.073852']}",low,low,no
emirhan,bergson_img_2021_04_17_04_24_39.jpg,"('9.0°32.0'54.8""N', '20.0°24.0'56.4""E')","(9.008888888888889, 20.006666666666668)",cf,Central African Republic,"{'place_id': 257202127, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2634506, 'lat': '8.698547', 'lon': '20.5281149', 'display_name': 'Bamingui-Bangoran, KÃ¶dÃ¶rÃ¶sÃªse tÃ® BÃªafrÃ®ka - RÃ©publique Centrafricaine', 'address': {'state': 'Bamingui-Bangoran', 'country': 'KÃ¶dÃ¶rÃ¶sÃªse tÃ® BÃªafrÃ®ka - RÃ©publique Centrafricaine', 'country_code': 'cf'}, 'boundingbox': ['7.01906', '9.75993', '18.8606684', '22.38972']}",low,low,no
emirhan,bergson_img_2021_04_17_04_25_00.jpg,"('10.0°36.0'4.5""N', '21.0°11.0'43.3""E')","(10.01, 21.003055555555555)",td,Chad,"{'place_id': 300223058, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2184663632, 'lat': '9.9485961', 'lon': '20.9061498', 'display_name': 'Haraze Ø­Ø±Ø§Ø², Salamat Ø³Ù„Ø§Ù…Ø§Øª, Tchad ØªØ´Ø§Ø¯', 'address': {'city': 'Haraze Ø­Ø±Ø§Ø²', 'state': 'Salamat Ø³Ù„Ø§Ù…Ø§Øª', 'country': 'Tchad ØªØ´Ø§Ø¯', 'country_code': 'td'}, 'boundingbox': ['9.7885961', '10.1085961', '20.7461498', '21.0661498']}",low,low,no
emirhan,bergson_img_2021_04_17_04_25_22.jpg,"('11.0°42.0'5.4""N', '22.0°1.0'7.2""E')","(11.011666666666667, 22.00027777777778)",td,Chad,"{'place_id': 257256499, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 3106489, 'lat': '10.7575596', 'lon': '20.6934116', 'display_name': 'Salamat Ø³Ù„Ø§Ù…Ø§Øª, Tchad ØªØ´Ø§Ø¯', 'address': {'state': 'Salamat Ø³Ù„Ø§Ù…Ø§Øª', 'country': 'Tchad ØªØ´Ø§Ø¯', 'country_code': 'td'}, 'boundingbox': ['9.0830416', '12.123', '18.874', '22.387222']}",low,low,no
emirhan,bergson_img_2021_04_17_04_25_43.jpg,"('12.0°44.0'56.6""N', '22.0°48.0'40.9""E')","(12.012222222222222, 22.013333333333332)",td,Chad,"{'place_id': 257255703, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 3106495, 'lat': '12.11786', 'lon': '21.4458848', 'display_name': 'Sila Ø³ÙŠÙ„Ø§, Tchad ØªØ´Ø§Ø¯', 'address': {'state': 'Sila Ø³ÙŠÙ„Ø§', 'country': 'Tchad ØªØ´Ø§Ø¯', 'country_code': 'td'}, 'boundingbox': ['10.919722', '13.059', '19.889', '22.975278']}",low,low,no
emirhan,bergson_img_2021_04_17_04_26_06.jpg,"('13.0°53.0'34.9""N', '23.0°41.0'16.8""E')","(13.014722222222222, 23.011388888888888)",sd,Sudan,"{'place_id': 257895699, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 8539327, 'lat': '13.066104', 'lon': '23.6837741', 'display_name': 'Zalingei, ÙˆÙ„Ø§ÙŠØ© ÙˆØ³Ø· Ø¯Ø§Ø±ÙÙˆØ±, Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'address': {'county': 'Zalingei', 'state': 'ÙˆÙ„Ø§ÙŠØ© ÙˆØ³Ø· Ø¯Ø§Ø±ÙÙˆØ±', 'country': 'Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'country_code': 'sd'}, 'boundingbox': ['12.5999803', '13.5637496', '22.7184389', '24.7287197']}",low,low,no
emirhan,bergson_img_2021_04_17_04_26_26.jpg,"('14.0°53.0'4.7""N', '24.0°27.0'29.2""E')","(14.014722222222222, 24.0075)",sd,Sudan,"{'place_id': 257889488, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 8539326, 'lat': '13.9154088', 'lon': '23.7936374', 'display_name': 'Kabkabiya, ÙˆÙ„Ø§ÙŠØ© Ø´Ù…Ø§Ù„ Ø¯Ø§Ø±ÙÙˆØ±, Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'address': {'county': 'Kabkabiya', 'state': 'ÙˆÙ„Ø§ÙŠØ© Ø´Ù…Ø§Ù„ Ø¯Ø§Ø±ÙÙˆØ±', 'country': 'Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'country_code': 'sd'}, 'boundingbox': ['13.2457399', '14.5526505', '23.0811886', '24.6450691']}",low,low,no
emirhan,bergson_img_2021_04_17_04_26_47.jpg,"('15.0°55.0'20.7""N', '25.0°16.0'31.0""E')","(15.015277777777778, 25.004444444444445)",sd,Sudan,"{'place_id': 257890437, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 8539324, 'lat': '17.2877195', 'lon': '25.5651746', 'display_name': 'Mellit, ÙˆÙ„Ø§ÙŠØ© Ø´Ù…Ø§Ù„ Ø¯Ø§Ø±ÙÙˆØ±, Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'address': {'county': 'Mellit', 'state': 'ÙˆÙ„Ø§ÙŠØ© Ø´Ù…Ø§Ù„ Ø¯Ø§Ø±ÙÙˆØ±', 'country': 'Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'country_code': 'sd'}, 'boundingbox': ['13.5928602', '20.0014181', '23.8617592', '27.5']}",low,low,no
emirhan,bergson_img_2021_04_17_04_27_10.jpg,"('17.0°3.0'16.9""N', '26.0°10.0'52.0""E')","(17.000833333333333, 26.002777777777776)",sd,Sudan,"{'place_id': 257890437, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 8539324, 'lat': '17.2877195', 'lon': '25.5651746', 'display_name': 'Mellit, ÙˆÙ„Ø§ÙŠØ© Ø´Ù…Ø§Ù„ Ø¯Ø§Ø±ÙÙˆØ±, Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'address': {'county': 'Mellit', 'state': 'ÙˆÙ„Ø§ÙŠØ© Ø´Ù…Ø§Ù„ Ø¯Ø§Ø±ÙÙˆØ±', 'country': 'Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'country_code': 'sd'}, 'boundingbox': ['13.5928602', '20.0014181', '23.8617592', '27.5']}",low,low,no
emirhan,bergson_img_2021_04_17_04_27_31.jpg,"('18.0°5.0'3.0""N', '27.0°1.0'7.8""E')","(18.00138888888889, 27.00027777777778)",sd,Sudan,"{'place_id': 257890437, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 8539324, 'lat': '17.2877195', 'lon': '25.5651746', 'display_name': 'Mellit, ÙˆÙ„Ø§ÙŠØ© Ø´Ù…Ø§Ù„ Ø¯Ø§Ø±ÙÙˆØ±, Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'address': {'county': 'Mellit', 'state': 'ÙˆÙ„Ø§ÙŠØ© Ø´Ù…Ø§Ù„ Ø¯Ø§Ø±ÙÙˆØ±', 'country': 'Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'country_code': 'sd'}, 'boundingbox': ['13.5928602', '20.0014181', '23.8617592', '27.5']}",low,low,no
emirhan,bergson_img_2021_04_17_04_27_51.jpg,"('19.0°3.0'37.8""N', '27.0°49.0'36.5""E')","(19.000833333333333, 27.01361111111111)",sd,Sudan,"{'place_id': 257890437, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 8539324, 'lat': '17.2877195', 'lon': '25.5651746', 'display_name': 'Mellit, ÙˆÙ„Ø§ÙŠØ© Ø´Ù…Ø§Ù„ Ø¯Ø§Ø±ÙÙˆØ±, Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'address': {'county': 'Mellit', 'state': 'ÙˆÙ„Ø§ÙŠØ© Ø´Ù…Ø§Ù„ Ø¯Ø§Ø±ÙÙˆØ±', 'country': 'Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'country_code': 'sd'}, 'boundingbox': ['13.5928602', '20.0014181', '23.8617592', '27.5']}",low,low,no
emirhan,bergson_img_2021_04_17_04_28_14.jpg,"('20.0°10.0'40.5""N', '28.0°46.0'8.8""E')","(20.002777777777776, 28.012777777777778)",sd,Sudan,"{'place_id': 257374194, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 3774678, 'lat': '19', 'lon': '30', 'display_name': 'Ø§Ù„ÙˆÙ„Ø§ÙŠØ© Ø§Ù„Ø´Ù…Ø§Ù„ÙŠØ©, Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'address': {'state': 'Ø§Ù„ÙˆÙ„Ø§ÙŠØ© Ø§Ù„Ø´Ù…Ø§Ù„ÙŠØ©', 'country': 'Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'country_code': 'sd'}, 'boundingbox': ['16.5079403', '22.224918', '25', '32.7273086']}",low,low,no
emirhan,bergson_img_2021_04_17_04_28_35.jpg,"('21.0°11.0'34.1""N', '29.0°38.0'33.1""E')","(21.003055555555555, 29.010555555555555)",sd,Sudan,"{'place_id': 257374194, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 3774678, 'lat': '19', 'lon': '30', 'display_name': 'Ø§Ù„ÙˆÙ„Ø§ÙŠØ© Ø§Ù„Ø´Ù…Ø§Ù„ÙŠØ©, Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'address': {'state': 'Ø§Ù„ÙˆÙ„Ø§ÙŠØ© Ø§Ù„Ø´Ù…Ø§Ù„ÙŠØ©', 'country': 'Ø§Ù„Ø³ÙˆØ¯Ø§Ù†', 'country_code': 'sd'}, 'boundingbox': ['16.5079403', '22.224918', '25', '32.7273086']}",low,low,no
emirhan,bergson_img_2021_04_17_04_28_56.jpg,"('22.0°12.0'7.9""N', '30.0°31.0'45.4""E')","(22.003333333333334, 30.00861111111111)",eg,Egypt,"{'place_id': 257249769, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 3061827, 'lat': '24.8766665', 'lon': '28.775734531760392', 'display_name': 'Ø§Ù„ÙˆØ§Ø¯ÙŠ Ø§Ù„Ø¬Ø¯ÙŠØ¯, Ù…ØµØ±', 'address': {'state': 'Ø§Ù„ÙˆØ§Ø¯ÙŠ Ø§Ù„Ø¬Ø¯ÙŠØ¯', 'country': 'Ù…ØµØ±', 'country_code': 'eg'}, 'boundingbox': ['22', '27.7489122', '24.996944', '32.740192']}",low,low,no
emirhan,bergson_img_2021_04_17_04_29_18.jpg,"('23.0°15.0'12.0""N', '31.0°28.0'24.2""E')","(23.004166666666666, 31.00777777777778)",eg,Egypt,"{'place_id': 257249769, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 3061827, 'lat': '24.8766665', 'lon': '28.775734531760392', 'display_name': 'Ø§Ù„ÙˆØ§Ø¯ÙŠ Ø§Ù„Ø¬Ø¯ÙŠØ¯, Ù…ØµØ±', 'address': {'state': 'Ø§Ù„ÙˆØ§Ø¯ÙŠ Ø§Ù„Ø¬Ø¯ÙŠØ¯', 'country': 'Ù…ØµØ±', 'country_code': 'eg'}, 'boundingbox': ['22', '27.7489122', '24.996944', '32.740192']}",low,low,no
emirhan,bergson_img_2021_04_17_04_29_39.jpg,"('24.0°15.0'0.9""N', '32.0°23.0'23.7""E')","(24.004166666666666, 32.006388888888885)",eg,Egypt,"{'place_id': 257249769, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 3061827, 'lat': '24.8766665', 'lon': '28.775734531760392', 'display_name': 'Ø§Ù„ÙˆØ§Ø¯ÙŠ Ø§Ù„Ø¬Ø¯ÙŠØ¯, Ù…ØµØ±', 'address': {'state': 'Ø§Ù„ÙˆØ§Ø¯ÙŠ Ø§Ù„Ø¬Ø¯ÙŠØ¯', 'country': 'Ù…ØµØ±', 'country_code': 'eg'}, 'boundingbox': ['22', '27.7489122', '24.996944', '32.740192']}",low,low,no
emirhan,bergson_img_2021_04_17_04_29_59.jpg,"('25.0°11.0'36.6""N', '33.0°16.0'39.1""E')","(25.003055555555555, 33.004444444444445)",eg,Egypt,"{'place_id': 240843369, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 766453574, 'lat': '25.002938568926506', 'lon': '33.00419393970099', 'display_name': 'Ø£Ø³ÙˆØ§Ù†, Ù…ØµØ±', 'address': {'state': 'Ø£Ø³ÙˆØ§Ù†', 'country': 'Ù…ØµØ±', 'country_code': 'eg'}, 'boundingbox': ['25.0025185', '25.0072579', '33.0035084', '33.0110675']}",low,low,no
emirhan,bergson_img_2021_04_17_04_30_22.jpg,"('26.0°16.0'13.0""N', '34.0°19.0'1.4""E')","(26.004444444444445, 34.00527777777778)",eg,Egypt,"{'place_id': 257250932, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 3061758, 'lat': '25.5867279', 'lon': '34.16946410259507', 'display_name': 'Ø§Ù„Ø¨Ø­Ø± Ø§Ù„Ø£Ø­Ù…Ø±, Ù…ØµØ±', 'address': {'state': 'Ø§Ù„Ø¨Ø­Ø± Ø§Ù„Ø£Ø­Ù…Ø±', 'country': 'Ù…ØµØ±', 'country_code': 'eg'}, 'boundingbox': ['21.9936506', '29.1387328', '31.7881142', '37.1153517']}",low,low,no
emirhan,bergson_img_2021_04_17_04_30_43.jpg,"('27.0°14.0'43.7""N', '35.0°17.0'4.9""E')","(27.003888888888888, 35.00472222222222)",none,nan,not found,low,low,no
emirhan,bergson_img_2021_04_17_04_31_05.jpg,"('28.0°15.0'30.5""N', '36.0°19.0'6.3""E')","(28.004166666666666, 36.00527777777778)",sa,Saudi Arabia,"{'place_id': 65017790, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5796856231, 'lat': '27.9835356', 'lon': '36', 'display_name': 'Ø´Ù‚Ø±ÙŠ, Ù…Ù†Ø·Ù‚Ø© ØªØ¨ÙˆÙƒ, Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ©', 'address': {'village': 'Ø´Ù‚Ø±ÙŠ', 'state': 'Ù…Ù†Ø·Ù‚Ø© ØªØ¨ÙˆÙƒ', 'country': 'Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ©', 'country_code': 'sa'}, 'boundingbox': ['27.9635356', '28.0035356', '35.98', '36.02']}",low,low,no
emirhan,bergson_img_2021_04_17_04_31_26.jpg,"('29.0°13.0'0.0""N', '37.0°19.0'30.9""E')","(29.003611111111113, 37.00527777777778)",sa,Saudi Arabia,"{'place_id': 307870830, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 12420159, 'lat': '28.64243675', 'lon': '37.02201812555702', 'display_name': 'Ù…Ø­Ø§ÙØ¸Ø© ØªØ¨ÙˆÙƒ, Ù…Ù†Ø·Ù‚Ø© ØªØ¨ÙˆÙƒ, Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ©', 'address': {'county': 'Ù…Ø­Ø§ÙØ¸Ø© ØªØ¨ÙˆÙƒ', 'state': 'Ù…Ù†Ø·Ù‚Ø© ØªØ¨ÙˆÙƒ', 'country': 'Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ©', 'country_code': 'sa'}, 'boundingbox': ['27.3090799', '29.9755853', '34.4944055', '38.79514']}",low,low,no
emirhan,bergson_img_2021_04_17_04_31_47.jpg,"('30.0°9.0'56.8""N', '38.0°21.0'9.7""E')","(30.0025, 38.005833333333335)",sa,Saudi Arabia,"{'place_id': 307730332, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 12413344, 'lat': '29.9754499', 'lon': '38.31961054893167', 'display_name': 'Ù…Ø­Ø§ÙØ¸Ø© Ø·Ø¨Ø±Ø¬Ù„, Ù…Ù†Ø·Ù‚Ø© Ø§Ù„Ø¬ÙˆÙ, Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ©', 'address': {'county': 'Ù…Ø­Ø§ÙØ¸Ø© Ø·Ø¨Ø±Ø¬Ù„', 'state': 'Ù…Ù†Ø·Ù‚Ø© Ø§Ù„Ø¬ÙˆÙ', 'country': 'Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ©', 'country_code': 'sa'}, 'boundingbox': ['29.0044899', '30.9439899', '37.4574503', '39.23234']}",low,low,no
emirhan,bergson_img_2021_04_17_04_32_09.jpg,"('31.0°8.0'59.2""N', '39.0°27.0'8.2""E')","(31.002222222222223, 39.0075)",sa,Saudi Arabia,"{'place_id': 307730328, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 12413340, 'lat': '31.505093', 'lon': '38.96641662650383', 'display_name': 'Ù…Ø­Ø§ÙØ¸Ø© Ø·Ø±ÙŠÙ, Ù…Ù†Ø·Ù‚Ø© Ø§Ù„Ø­Ø¯ÙˆØ¯ Ø§Ù„Ø´Ù…Ø§Ù„ÙŠØ©, Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ©', 'address': {'county': 'Ù…Ø­Ø§ÙØ¸Ø© Ø·Ø±ÙŠÙ', 'state': 'Ù…Ù†Ø·Ù‚Ø© Ø§Ù„Ø­Ø¯ÙˆØ¯ Ø§Ù„Ø´Ù…Ø§Ù„ÙŠØ©', 'country': 'Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ©', 'country_code': 'sa'}, 'boundingbox': ['30.8581399', '32.1543377', '37.96051', '40.1495621']}",low,low,no
emirhan,bergson_img_2021_04_17_04_32_30.jpg,"('32.0°4.0'43.0""N', '40.0°31.0'30.3""E')","(32.00111111111111, 40.00861111111111)",sa,Saudi Arabia,"{'place_id': 25014429, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2479303973, 'lat': '32', 'lon': '40', 'display_name': 'Ø¨Ø§Ø¯ÙŠØ© Ø§Ù„Ø´Ø§Ù…, Ù…Ù†Ø·Ù‚Ø© Ø§Ù„Ø­Ø¯ÙˆØ¯ Ø§Ù„Ø´Ù…Ø§Ù„ÙŠØ©, Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ©', 'address': {'locality': 'Ø¨Ø§Ø¯ÙŠØ© Ø§Ù„Ø´Ø§Ù…', 'state': 'Ù…Ù†Ø·Ù‚Ø© Ø§Ù„Ø­Ø¯ÙˆØ¯ Ø§Ù„Ø´Ù…Ø§Ù„ÙŠØ©', 'country': 'Ø§Ù„Ø³Ø¹ÙˆØ¯ÙŠØ©', 'country_code': 'sa'}, 'boundingbox': ['31.99', '32.01', '39.99', '40.01']}",low,low,no
emirhan,bergson_img_2021_04_17_04_32_51.jpg,"('32.0°59.0'47.9""N', '41.0°37.0'17.8""E')","(32.01638888888889, 41.01027777777778)",iq,Iraq,"{'place_id': 258124492, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 11059964, 'lat': '31.958668199999998', 'lon': '42.01651296531186', 'display_name': 'Ù†Ø§Ø­ÙŠØ© Ø§Ù„Ù†Ø®ÙŠØ¨, Ù‚Ø¶Ø§Ø¡ Ø§Ù„Ø±Ø·Ø¨Ø©, Ù…Ø­Ø§ÙØ¸Ø© Ø§Ù„Ø£Ù†Ø¨Ø§Ø±, Ø§Ù„Ø¹Ø±Ø§Ù‚ / Ø¹ÛŽØ±Ø§Ù‚', 'address': {'subdistrict': 'Ù†Ø§Ø­ÙŠØ© Ø§Ù„Ù†Ø®ÙŠØ¨', 'district': 'Ù‚Ø¶Ø§Ø¡ Ø§Ù„Ø±Ø·Ø¨Ø©', 'state': 'Ù…Ø­Ø§ÙØ¸Ø© Ø§Ù„Ø£Ù†Ø¨Ø§Ø±', 'country': 'Ø§Ù„Ø¹Ø±Ø§Ù‚ / Ø¹ÛŽØ±Ø§Ù‚', 'country_code': 'iq'}, 'boundingbox': ['30.6731185', '33.2449648', '40.2033597', '43.8247077']}",low,low,no
emirhan,bergson_img_2021_04_17_04_33_14.jpg,"('33.0°59.0'20.3""N', '42.0°51.0'3.9""E')","(33.01638888888889, 42.01416666666667)",iq,Iraq,"{'place_id': 258124492, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 11059964, 'lat': '31.958668199999998', 'lon': '42.01651296531186', 'display_name': 'Ù†Ø§Ø­ÙŠØ© Ø§Ù„Ù†Ø®ÙŠØ¨, Ù‚Ø¶Ø§Ø¡ Ø§Ù„Ø±Ø·Ø¨Ø©, Ù…Ø­Ø§ÙØ¸Ø© Ø§Ù„Ø£Ù†Ø¨Ø§Ø±, Ø§Ù„Ø¹Ø±Ø§Ù‚ / Ø¹ÛŽØ±Ø§Ù‚', 'address': {'subdistrict': 'Ù†Ø§Ø­ÙŠØ© Ø§Ù„Ù†Ø®ÙŠØ¨', 'district': 'Ù‚Ø¶Ø§Ø¡ Ø§Ù„Ø±Ø·Ø¨Ø©', 'state': 'Ù…Ø­Ø§ÙØ¸Ø© Ø§Ù„Ø£Ù†Ø¨Ø§Ø±', 'country': 'Ø§Ù„Ø¹Ø±Ø§Ù‚ / Ø¹ÛŽØ±Ø§Ù‚', 'country_code': 'iq'}, 'boundingbox': ['30.6731185', '33.2449648', '40.2033597', '43.8247077']}",low,low,no
emirhan,bergson_img_2021_04_17_04_33_35.jpg,"('34.0°52.0'56.4""N', '44.0°0.0'2.9""E')","(34.01444444444444, 44.0)",iq,Iraq,"{'place_id': 211643329, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 579940540, 'lat': '34.013043873443024', 'lon': '44.00257733888101', 'display_name': 'Ø¹Ø±Ø¨ Ø¬Ø³Ø§Ù…, Ù†Ø§Ø­ÙŠØ© Ø§Ù„Ø§Ø³Ø­Ø§Ù‚ÙŠ, Ù‚Ø¶Ø§Ø¡ Ø¨Ù„Ø¯, Ù…Ø­Ø§ÙØ¸Ø© ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†, Ø§Ù„Ø¹Ø±Ø§Ù‚ / Ø¹ÛŽØ±Ø§Ù‚', 'address': {'village': 'Ø¹Ø±Ø¨ Ø¬Ø³Ø§Ù…', 'subdistrict': 'Ù†Ø§Ø­ÙŠØ© Ø§Ù„Ø§Ø³Ø­Ø§Ù‚ÙŠ', 'district': 'Ù‚Ø¶Ø§Ø¡ Ø¨Ù„Ø¯', 'state': 'Ù…Ø­Ø§ÙØ¸Ø© ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ†', 'country': 'Ø§Ù„Ø¹Ø±Ø§Ù‚ / Ø¹ÛŽØ±Ø§Ù‚', 'country_code': 'iq'}, 'boundingbox': ['33.892663', '34.0319942', '43.9680657', '44.0105385']}",low,low,no
emirhan,bergson_img_2021_04_17_04_33_55.jpg,"('35.0°43.0'16.4""N', '45.0°7.0'15.2""E')","(35.011944444444445, 45.00194444444445)",iq,Iraq,"{'place_id': 257240775, 'licence': 'Data Â© OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 2969790, 'lat': '35.9128293', 'lon': '45.2032355', 'display_name': 'Ù¾Ø§Ø±ÛŽØ²Ú¯Ø§ÛŒ Ø³Ù„ÛŽÙ…Ø§Ù†ÛŒ, Ù‚Û•Ø²Ø§ÛŒ Ø¯ÙˆÙˆÚ©Ø§Ù†, \u200eÙ‡Û•Ø±ÛŽÙ…ÛŒ Ú©ÙˆØ±Ø¯Ø³ØªØ§Ù†, Ø§Ù„Ø¹Ø±Ø§Ù‚ / Ø¹ÛŽØ±Ø§Ù‚', 'address': {'state': 'Ù¾Ø§Ø±ÛŽØ²Ú¯Ø§ÛŒ Ø³Ù„ÛŽÙ…Ø§Ù†ÛŒ', 'district': 'Ù‚Û•Ø²Ø§ÛŒ Ø¯ÙˆÙˆÚ©Ø§Ù†', 'country': 'Ø§Ù„Ø¹Ø±Ø§Ù‚ / Ø¹ÛŽØ±Ø§Ù‚', 'country_code': 'iq'}, 'boundingbox': ['34.4379241', '36.5204057', '44.4903144', '46.347062']}",low,low,no
